AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
State,Utah,All,2017-18,52,8.4,9,22,369,> 100%
State,Utah,All,2017-18,1,9.6,5,35,416,> 100%
State,Utah,All,2017-18,2,10.6,11,29,379,> 100%
State,Utah,All,2017-18,3,9,15,18,366,> 100%
State,Utah,All,2017-18,4,9.9,6,34,403,> 100%
State,Utah,All,2017-18,5,6.2,2,20,355,> 100%
State,Utah,All,2017-18,6,10.7,9,33,394,> 100%
State,Utah,All,2017-18,7,11.6,11,31,362,> 100%
State,Utah,All,2017-18,8,8.4,5,25,359,> 100%
State,Utah,All,2017-18,9,7.1,4,24,394,> 100%
State,Utah,All,2017-18,10,6.4,0,25,392,> 100%
State,Utah,All,2017-18,11,8.7,1,31,366,> 100%
State,Utah,All,2017-18,12,7.7,2,24,338,> 100%
State,Utah,All,2017-18,13,6.3,2,17,304,> 100%
State,Utah,All,2017-18,14,9.1,1,29,328,> 100%
State,Utah,All,2017-18,15,3.4,1,11,352,> 100%
State,Utah,All,2017-18,16,7.4,1,27,379,> 100%
State,Utah,All,2017-18,17,5.7,0,22,386,> 100%
State,Utah,All,2017-18,18,4.8,0,16,332,> 100%
State,Utah,All,2017-18,19,3.6,0,12,337,> 100%
State,Utah,All,2017-18,20,4.9,0,16,329,> 100%
State,Utah,All,2017-18,21,4.3,0,16,374,> 100%
State,Utah,All,2017-18,22,4.2,0,15,353,> 100%
State,Utah,All,2017-18,23,3.6,1,12,366,> 100%
State,Utah,All,2017-18,24,5.1,0,17,331,> 100%
State,Utah,All,2017-18,25,6.5,0,22,341,> 100%
State,Utah,All,2017-18,26,6.6,0,22,334,> 100%
State,Utah,All,2017-18,27,5.6,1,19,354,> 100%
State,Utah,All,2017-18,28,3,0,10,331,> 100%
State,Utah,All,2017-18,29,4,0,14,353,> 100%
State,Utah,All,2017-18,30,5.7,0,18,315,> 100%
State,Utah,All,2017-18,31,3.5,0,12,344,> 100%
State,Utah,All,2017-18,32,4.9,0,17,348,> 100%
State,Utah,All,2017-18,33,3.9,0,13,332,> 100%
State,Utah,All,2017-18,34,3.9,0,13,330,> 100%
State,Utah,All,2017-18,35,4.8,0,16,336,> 100%
State,Utah,All,2017-18,36,4.6,0,15,323,> 100%
State,Utah,All,2017-18,37,3.9,0,12,309,> 100%
State,Utah,All,2017-18,38,5.5,0,19,347,> 100%
State,Utah,All,2017-18,39,7.1,0,23,326,> 100%
State,Vermont,All,2017-18,40,5.5,0,6,109,> 100%
State,Vermont,All,2017-18,41,4.1,0,4,97,96.7%
State,Vermont,All,2017-18,42,2.9,0,3,105,> 100%
State,Vermont,All,2017-18,43,7.3,0,8,110,> 100%
State,Vermont,All,2017-18,44,3.3,0,4,121,> 100%
State,Vermont,All,2017-18,45,9.5,0,11,116,> 100%
State,Vermont,All,2017-18,46,6.2,0,8,130,> 100%
State,Vermont,All,2017-18,47,8.6,0,9,105,> 100%
State,Vermont,All,2017-18,48,7.2,0,8,111,> 100%
State,Vermont,All,2017-18,49,6.1,0,7,115,> 100%
State,Vermont,All,2017-18,50,6.3,0,7,112,> 100%
State,Vermont,All,2017-18,51,9.5,1,11,126,> 100%
State,Vermont,All,2017-18,52,5.7,0,8,140,> 100%
State,Vermont,All,2017-18,1,8.2,0,11,134,> 100%
State,Vermont,All,2017-18,2,6.3,4,5,142,> 100%
State,Vermont,All,2017-18,3,11.3,4,10,124,> 100%
State,Vermont,All,2017-18,4,10,8,5,130,> 100%
State,Vermont,All,2017-18,5,9.3,1,9,107,> 100%
State,Vermont,All,2017-18,6,11.5,2,14,139,> 100%
State,Vermont,All,2017-18,7,14.4,5,12,118,> 100%
State,Vermont,All,2017-18,8,10.6,4,8,113,> 100%
State,Vermont,All,2017-18,9,10.1,3,9,119,> 100%
State,Vermont,All,2017-18,10,6.6,3,6,137,> 100%
State,Vermont,All,2017-18,11,10.1,2,9,109,> 100%
State,Vermont,All,2017-18,12,7.4,4,5,122,> 100%
State,Vermont,All,2017-18,13,5.9,1,4,85,84.7%
State,Vermont,All,2017-18,14,8,2,6,100,99.7%
State,Vermont,All,2017-18,15,4.7,2,4,128,> 100%
State,Vermont,All,2017-18,16,9.2,0,13,141,> 100%
State,Vermont,All,2017-18,17,4.6,0,5,109,> 100%
State,Vermont,All,2017-18,18,10.1,1,11,119,> 100%
State,Vermont,All,2017-18,19,8.7,1,7,92,91.7%
State,Vermont,All,2017-18,20,4.1,0,4,97,96.7%
State,Vermont,All,2017-18,21,5.8,0,6,103,> 100%
State,Vermont,All,2017-18,22,3.7,0,4,109,> 100%
State,Vermont,All,2017-18,23,4.1,0,4,97,96.7%
State,Vermont,All,2017-18,24,3.3,0,4,123,> 100%
State,Vermont,All,2017-18,25,1,0,1,98,97.7%
State,Vermont,All,2017-18,26,2.9,0,3,104,> 100%
State,Vermont,All,2017-18,27,6.2,0,6,97,96.7%
State,Vermont,All,2017-18,28,3.4,0,4,117,> 100%
State,Vermont,All,2017-18,29,4.5,0,5,111,> 100%
State,Vermont,All,2017-18,30,3.1,0,3,97,96.7%
State,Vermont,All,2017-18,31,2,0,2,100,99.7%
State,Vermont,All,2017-18,32,4.8,0,4,83,82.7%
State,Vermont,All,2017-18,33,4.6,0,5,109,> 100%
State,Vermont,All,2017-18,34,7.5,0,8,107,> 100%
State,Vermont,All,2017-18,35,1.9,0,2,106,> 100%
State,Vermont,All,2017-18,36,1.7,0,2,115,> 100%
State,Vermont,All,2017-18,37,3.4,0,4,117,> 100%
State,Vermont,All,2017-18,38,5.4,0,6,112,> 100%
State,Vermont,All,2017-18,39,3.8,0,4,104,> 100%
State,Virginia,All,2017-18,40,4.9,1,61,"1,264",> 100%
State,Virginia,All,2017-18,41,5,0,62,"1,229",> 100%
State,Virginia,All,2017-18,42,5.6,1,72,"1,293",> 100%
State,Virginia,All,2017-18,43,5.1,1,65,"1,304",> 100%
State,Virginia,All,2017-18,44,5.1,1,67,"1,323",> 100%
State,Virginia,All,2017-18,45,4.4,0,58,"1,329",> 100%
State,Virginia,All,2017-18,46,5.1,0,64,"1,263",> 100%
State,Virginia,All,2017-18,47,5.3,2,69,"1,338",> 100%
State,Virginia,All,2017-18,48,5.8,3,77,"1,371",> 100%
State,Virginia,All,2017-18,49,5,2,68,"1,410",> 100%
State,Virginia,All,2017-18,50,5.5,3,75,"1,412",> 100%
State,Virginia,All,2017-18,51,6.3,8,80,"1,408",> 100%
State,Virginia,All,2017-18,52,6.5,6,89,"1,452",> 100%
State,Virginia,All,2017-18,1,7.7,12,115,"1,641",> 100%
State,Virginia,All,2017-18,2,8,12,113,"1,555",> 100%
State,Virginia,All,2017-18,3,9.1,23,115,"1,519",> 100%
State,Virginia,All,2017-18,4,7.9,21,94,"1,462",> 100%
State,Virginia,All,2017-18,5,10,28,120,"1,479",> 100%
State,Virginia,All,2017-18,6,8.5,27,101,"1,513",> 100%
State,Virginia,All,2017-18,7,9.3,31,104,"1,447",> 100%
State,Virginia,All,2017-18,8,8,22,90,"1,396",> 100%
State,Virginia,All,2017-18,9,6.4,17,70,"1,353",> 100%
State,Virginia,All,2017-18,10,6.2,13,70,"1,333",> 100%
State,Virginia,All,2017-18,11,6.6,8,80,"1,327",> 100%
State,Virginia,All,2017-18,12,6.2,14,72,"1,394",> 100%
State,Virginia,All,2017-18,13,6,7,75,"1,364",> 100%
State,Virginia,All,2017-18,14,6.2,5,80,"1,361",> 100%
State,Virginia,All,2017-18,15,5.7,6,70,"1,332",> 100%
State,Virginia,All,2017-18,16,6.7,8,81,"1,333",> 100%
State,Virginia,All,2017-18,17,4.7,4,57,"1,303",> 100%
State,Virginia,All,2017-18,18,4.9,4,59,"1,274",> 100%
State,Virginia,All,2017-18,19,4.8,1,59,"1,254",> 100%
State,Virginia,All,2017-18,20,5.3,0,65,"1,215",> 100%
State,Virginia,All,2017-18,21,4.9,0,58,"1,194",> 100%
State,Virginia,All,2017-18,22,5.3,0,66,"1,242",> 100%
State,Virginia,All,2017-18,23,4.4,0,56,"1,259",> 100%
State,Virginia,All,2017-18,24,4.1,0,54,"1,309",> 100%
State,Virginia,All,2017-18,25,5.4,0,63,"1,167",> 100%
State,Virginia,All,2017-18,26,4.9,0,59,"1,211",> 100%
State,Virginia,All,2017-18,27,3.9,0,49,"1,263",> 100%
State,Virginia,All,2017-18,28,4.3,0,54,"1,260",> 100%
State,Virginia,All,2017-18,29,3.5,0,44,"1,254",> 100%
State,Virginia,All,2017-18,30,4.3,0,51,"1,200",> 100%
State,Virginia,All,2017-18,31,4.4,0,55,"1,245",> 100%
State,Virginia,All,2017-18,32,4.3,0,54,"1,269",> 100%
State,Virginia,All,2017-18,33,4.6,0,58,"1,265",> 100%
State,Virginia,All,2017-18,34,5.3,0,64,"1,217",> 100%
State,Virginia,All,2017-18,35,4,0,48,"1,200",> 100%
State,Virginia,All,2017-18,36,3.6,1,45,"1,294",> 100%
State,Virginia,All,2017-18,37,4.2,0,53,"1,252",> 100%
State,Virginia,All,2017-18,38,3.9,0,50,"1,268",> 100%
State,Virginia,All,2017-18,39,3.6,0,45,"1,256",> 100%
State,Washington,All,2017-18,40,4.9,0,51,"1,040",> 100%
State,Washington,All,2017-18,41,6.2,0,64,"1,031",> 100%
State,Washington,All,2017-18,42,5.2,2,51,"1,014",> 100%
State,Washington,All,2017-18,43,5.5,0,60,"1,094",> 100%
State,Washington,All,2017-18,44,6.6,3,69,"1,088",> 100%
State,Washington,All,2017-18,45,5.7,1,62,"1,106",> 100%
State,Washington,All,2017-18,46,6.2,0,65,"1,054",> 100%
State,Washington,All,2017-18,47,4.5,2,48,"1,106",> 100%
State,Washington,All,2017-18,48,5.7,1,64,"1,136",> 100%
State,Washington,All,2017-18,49,6.1,4,59,"1,034",> 100%
State,Washington,All,2017-18,50,6.1,2,68,"1,149",> 100%
State,Washington,All,2017-18,51,6.5,9,66,"1,149",> 100%
State,Washington,All,2017-18,52,8.6,18,88,"1,226",> 100%
State,Washington,All,2017-18,1,8.1,28,71,"1,222",> 100%
State,Washington,All,2017-18,2,9.3,42,79,"1,307",> 100%
State,Washington,All,2017-18,3,11.1,37,96,"1,198",> 100%
State,Washington,All,2017-18,4,10.5,30,97,"1,210",> 100%
State,Washington,All,2017-18,5,9.6,25,86,"1,158",> 100%
State,Washington,All,2017-18,6,9.6,27,84,"1,152",> 100%
State,Washington,All,2017-18,7,8.7,24,74,"1,121",> 100%
State,Washington,All,2017-18,8,8.7,20,78,"1,122",> 100%
State,Washington,All,2017-18,9,7.4,25,66,"1,227",> 100%
State,Washington,All,2017-18,10,8.4,17,78,"1,136",> 100%
State,Washington,All,2017-18,11,7.7,14,76,"1,164",> 100%
State,Washington,All,2017-18,12,7.7,19,73,"1,191",> 100%
State,Washington,All,2017-18,13,7.3,12,69,"1,113",> 100%
State,Washington,All,2017-18,14,8.9,10,93,"1,163",> 100%
State,Washington,All,2017-18,15,6.5,6,70,"1,161",> 100%
State,Washington,All,2017-18,16,6.4,8,61,"1,071",> 100%
State,Washington,All,2017-18,17,5.8,4,58,"1,060",> 100%
State,Washington,All,2017-18,18,5.8,6,55,"1,049",> 100%
State,Washington,All,2017-18,19,5.6,4,56,"1,065",> 100%
State,Washington,All,2017-18,20,6.4,2,66,"1,070",> 100%
State,Washington,All,2017-18,21,5.3,0,51,968,> 100%
State,Washington,All,2017-18,22,4.7,2,46,"1,025",> 100%
State,Washington,All,2017-18,23,5,2,51,"1,058",> 100%
State,Washington,All,2017-18,24,5.5,0,58,"1,049",> 100%
State,Washington,All,2017-18,25,5.1,1,54,"1,081",> 100%
State,Washington,All,2017-18,26,4.6,1,46,"1,017",> 100%
State,Washington,All,2017-18,27,4.7,0,54,"1,144",> 100%
State,Washington,All,2017-18,28,5.1,0,56,"1,107",> 100%
State,Washington,All,2017-18,29,4.4,1,43,"1,011",> 100%
State,Washington,All,2017-18,30,4.5,0,45,995,> 100%
State,Washington,All,2017-18,31,3.3,0,33,986,> 100%
State,Washington,All,2017-18,32,4.1,0,42,"1,026",> 100%
State,Washington,All,2017-18,33,4.6,0,48,"1,049",> 100%
State,Washington,All,2017-18,34,4.9,0,47,960,> 100%
State,Washington,All,2017-18,35,4.7,0,48,"1,026",> 100%
State,Washington,All,2017-18,36,5,0,54,"1,081",> 100%
State,Washington,All,2017-18,37,4,0,40,"1,006",> 100%
State,Washington,All,2017-18,38,5,0,51,"1,011",> 100%
State,Washington,All,2017-18,39,4.4,0,41,939,> 100%
State,West Virginia,All,2017-18,40,4.7,0,21,445,> 100%
State,West Virginia,All,2017-18,41,6.2,0,29,471,> 100%
State,West Virginia,All,2017-18,42,7,0,31,446,> 100%
State,West Virginia,All,2017-18,43,5.8,0,25,430,> 100%
State,West Virginia,All,2017-18,44,8.8,0,39,444,> 100%
State,West Virginia,All,2017-18,45,6,1,28,481,> 100%
State,West Virginia,All,2017-18,46,8.1,0,38,469,> 100%
State,West Virginia,All,2017-18,47,6.6,1,29,457,> 100%
State,West Virginia,All,2017-18,48,5.7,1,23,422,> 100%
State,West Virginia,All,2017-18,49,7.6,0,35,460,> 100%
State,West Virginia,All,2017-18,50,7.5,2,35,495,> 100%
State,West Virginia,All,2017-18,51,6.4,4,28,499,> 100%
State,West Virginia,All,2017-18,52,10.8,4,48,481,> 100%
State,West Virginia,All,2017-18,1,11.5,16,54,611,> 100%
State,West Virginia,All,2017-18,2,12.9,34,41,582,> 100%
State,West Virginia,All,2017-18,3,12.7,16,59,590,> 100%
State,West Virginia,All,2017-18,4,13,15,49,492,> 100%
State,West Virginia,All,2017-18,5,12.3,14,47,495,> 100%
State,West Virginia,All,2017-18,6,11.9,9,51,505,> 100%
State,West Virginia,All,2017-18,7,9.6,6,41,488,> 100%
State,West Virginia,All,2017-18,8,8.6,5,33,442,> 100%
State,West Virginia,All,2017-18,9,9.2,6,36,457,> 100%
State,West Virginia,All,2017-18,10,9.9,4,42,464,> 100%
State,West Virginia,All,2017-18,11,7.8,2,35,477,> 100%
State,West Virginia,All,2017-18,12,7.8,1,36,473,> 100%
State,West Virginia,All,2017-18,13,9.5,3,40,455,> 100%
State,West Virginia,All,2017-18,14,9.5,0,43,453,> 100%
State,West Virginia,All,2017-18,15,8.6,5,35,464,> 100%
State,West Virginia,All,2017-18,16,8.5,3,34,437,> 100%
State,West Virginia,All,2017-18,17,7,2,30,455,> 100%
State,West Virginia,All,2017-18,18,8.9,0,41,463,> 100%
State,West Virginia,All,2017-18,19,7.8,0,32,412,99.9%
State,West Virginia,All,2017-18,20,4.1,0,18,441,> 100%
State,West Virginia,All,2017-18,21,8.7,0,36,412,99.9%
State,West Virginia,All,2017-18,22,6.4,0,29,456,> 100%
State,West Virginia,All,2017-18,23,7.9,0,34,433,> 100%
State,West Virginia,All,2017-18,24,8.5,0,36,423,> 100%
State,West Virginia,All,2017-18,25,5.3,0,22,413,> 100%
State,West Virginia,All,2017-18,26,9.6,0,40,415,> 100%
State,West Virginia,All,2017-18,27,5.8,0,25,433,> 100%
State,West Virginia,All,2017-18,28,7,0,29,415,> 100%
State,West Virginia,All,2017-18,29,8.6,0,35,405,98.2%
State,West Virginia,All,2017-18,30,4.6,0,19,411,99.7%
State,West Virginia,All,2017-18,31,4.2,0,16,381,92.4%
State,West Virginia,All,2017-18,32,4.7,0,20,429,> 100%
State,West Virginia,All,2017-18,33,8.4,0,33,394,95.6%
State,West Virginia,All,2017-18,34,7.2,0,29,401,97.3%
State,West Virginia,All,2017-18,35,7.4,0,32,432,> 100%
State,West Virginia,All,2017-18,36,5.7,0,24,421,> 100%
State,West Virginia,All,2017-18,37,6.1,0,26,424,> 100%
State,West Virginia,All,2017-18,38,6.9,0,30,434,> 100%
State,West Virginia,All,2017-18,39,5.2,0,22,420,> 100%
State,Wisconsin,All,2017-18,40,4.6,0,44,956,> 100%
State,Wisconsin,All,2017-18,41,5.4,2,49,953,> 100%
State,Wisconsin,All,2017-18,42,4.6,0,47,"1,019",> 100%
State,Wisconsin,All,2017-18,43,4.5,0,46,"1,019",> 100%
State,Wisconsin,All,2017-18,44,6,1,60,"1,025",> 100%
State,Wisconsin,All,2017-18,45,4.5,1,47,"1,061",> 100%
State,Wisconsin,All,2017-18,46,5.1,1,52,"1,031",> 100%
State,Wisconsin,All,2017-18,47,5.9,1,62,"1,071",> 100%
State,Wisconsin,All,2017-18,48,5.6,1,53,966,> 100%
State,Wisconsin,All,2017-18,49,6.8,2,68,"1,026",> 100%
State,Wisconsin,All,2017-18,50,6.8,1,75,"1,123",> 100%
State,Wisconsin,All,2017-18,51,5.1,2,53,"1,081",> 100%
State,Wisconsin,All,2017-18,52,6.9,4,71,"1,091",> 100%
State,Wisconsin,All,2017-18,1,8.3,18,84,"1,230",> 100%
State,Wisconsin,All,2017-18,2,8.1,17,77,"1,162",> 100%
State,Wisconsin,All,2017-18,3,8.2,27,76,"1,251",> 100%
State,Wisconsin,All,2017-18,4,9.2,35,71,"1,156",> 100%
State,Wisconsin,All,2017-18,5,8.8,32,66,"1,108",> 100%
State,Wisconsin,All,2017-18,6,8.8,28,75,"1,170",> 100%
State,Wisconsin,All,2017-18,7,9.7,35,71,"1,095",> 100%
State,Wisconsin,All,2017-18,8,9,22,74,"1,064",> 100%
State,Wisconsin,All,2017-18,9,7,12,62,"1,060",> 100%
State,Wisconsin,All,2017-18,10,6.2,9,55,"1,038",> 100%
State,Wisconsin,All,2017-18,11,7.4,13,63,"1,026",> 100%
State,Wisconsin,All,2017-18,12,6.8,5,68,"1,077",> 100%
State,Wisconsin,All,2017-18,13,6.3,5,61,"1,052",> 100%
State,Wisconsin,All,2017-18,14,7,8,64,"1,023",> 100%
State,Wisconsin,All,2017-18,15,6.9,6,67,"1,064",> 100%
State,Wisconsin,All,2017-18,16,6.4,6,62,"1,067",> 100%
State,Wisconsin,All,2017-18,17,5.8,5,54,"1,015",> 100%
State,Wisconsin,All,2017-18,18,6.8,2,69,"1,037",> 100%
State,Wisconsin,All,2017-18,19,6,2,59,"1,024",> 100%
State,Wisconsin,All,2017-18,20,3.9,0,37,956,> 100%
State,Wisconsin,All,2017-18,21,4.5,0,43,952,> 100%
State,Wisconsin,All,2017-18,22,4.9,1,44,914,> 100%
State,Wisconsin,All,2017-18,23,4.9,0,46,930,> 100%
State,Wisconsin,All,2017-18,24,4.6,0,42,908,> 100%
State,Wisconsin,All,2017-18,25,4.4,0,41,942,> 100%
State,Wisconsin,All,2017-18,26,5.9,1,56,960,> 100%
State,Wisconsin,All,2017-18,27,4.5,0,45,999,> 100%
State,Wisconsin,All,2017-18,28,5.3,0,55,"1,030",> 100%
State,Wisconsin,All,2017-18,29,4.9,1,45,944,> 100%
State,Wisconsin,All,2017-18,30,5.4,0,52,955,> 100%
State,Wisconsin,All,2017-18,31,4.1,1,36,913,> 100%
State,Wisconsin,All,2017-18,32,4.3,0,44,"1,019",> 100%
State,Wisconsin,All,2017-18,33,5,0,44,882,97.3%
State,Wisconsin,All,2017-18,34,5.6,0,52,935,> 100%
State,Wisconsin,All,2017-18,35,5.3,0,53,998,> 100%
State,Wisconsin,All,2017-18,36,4.9,0,42,864,95.3%
State,Wisconsin,All,2017-18,37,3.6,0,36,987,> 100%
State,Wisconsin,All,2017-18,38,4.8,0,45,930,> 100%
State,Wisconsin,All,2017-18,39,6,0,59,987,> 100%
State,Wyoming,All,2017-18,40,8.3,0,7,84,> 100%
State,Wyoming,All,2017-18,41,5.1,0,5,99,> 100%
State,Wyoming,All,2017-18,42,3.3,0,3,90,> 100%
State,Wyoming,All,2017-18,43,7.8,0,7,90,> 100%
State,Wyoming,All,2017-18,44,10.1,0,9,89,> 100%
State,Wyoming,All,2017-18,45,11,0,9,82,97.7%
State,Wyoming,All,2017-18,46,6.3,0,7,112,> 100%
State,Wyoming,All,2017-18,47,8.1,0,8,99,> 100%
State,Wyoming,All,2017-18,48,4.9,0,5,103,> 100%
State,Wyoming,All,2017-18,49,8,1,6,87,> 100%
State,Wyoming,All,2017-18,50,8.3,0,8,96,> 100%
State,Wyoming,All,2017-18,51,16.7,0,17,102,> 100%
State,Wyoming,All,2017-18,52,4.1,0,4,98,> 100%
State,Wyoming,All,2017-18,1,15,3,13,107,> 100%
State,Wyoming,All,2017-18,2,10.6,1,9,94,> 100%
State,Wyoming,All,2017-18,3,10.2,3,9,118,> 100%
State,Wyoming,All,2017-18,4,13.6,1,13,103,> 100%
State,Wyoming,All,2017-18,5,7.1,1,7,112,> 100%
State,Wyoming,All,2017-18,6,11.1,1,9,90,> 100%
State,Wyoming,All,2017-18,7,12.8,2,12,109,> 100%
State,Wyoming,All,2017-18,8,5.9,2,4,102,> 100%
State,Wyoming,All,2017-18,9,10.4,2,9,106,> 100%
State,Wyoming,All,2017-18,10,7.7,1,8,117,> 100%
State,Wyoming,All,2017-18,11,12,0,11,92,> 100%
State,Wyoming,All,2017-18,12,10.4,2,10,115,> 100%
State,Wyoming,All,2017-18,13,9.5,2,7,95,> 100%
State,Wyoming,All,2017-18,14,7.4,0,8,108,> 100%
State,Wyoming,All,2017-18,15,6.7,1,5,90,> 100%
State,Wyoming,All,2017-18,16,10,0,9,90,> 100%
State,Wyoming,All,2017-18,17,12.6,0,11,87,> 100%
State,Wyoming,All,2017-18,18,9,2,7,100,> 100%
State,Wyoming,All,2017-18,19,7.2,0,7,97,> 100%
State,Wyoming,All,2017-18,20,12.2,0,10,82,97.7%
State,Wyoming,All,2017-18,21,6.5,0,6,92,> 100%
State,Wyoming,All,2017-18,22,10.5,0,9,86,> 100%
State,Wyoming,All,2017-18,23,6.6,0,6,91,> 100%
State,Wyoming,All,2017-18,24,10,0,8,80,95.3%
State,Wyoming,All,2017-18,25,9.1,0,7,77,91.7%
State,Wyoming,All,2017-18,26,4.4,0,4,90,> 100%
State,Wyoming,All,2017-18,27,5.8,0,6,104,> 100%
State,Wyoming,All,2017-18,28,10.9,0,10,92,> 100%
State,Wyoming,All,2017-18,29,2.1,0,2,94,> 100%
State,Wyoming,All,2017-18,30,5.9,0,5,85,> 100%
State,Wyoming,All,2017-18,31,5.8,0,6,103,> 100%
State,Wyoming,All,2017-18,32,1.2,0,1,81,96.5%
State,Wyoming,All,2017-18,33,6.6,0,6,91,> 100%
State,Wyoming,All,2017-18,34,10.7,0,9,84,> 100%
State,Wyoming,All,2017-18,35,3.9,0,3,76,90.5%
State,Wyoming,All,2017-18,36,4.8,0,5,105,> 100%
State,Wyoming,All,2017-18,37,7.4,0,8,108,> 100%
State,Wyoming,All,2017-18,38,10.9,0,10,92,> 100%
State,Wyoming,All,2017-18,39,3.4,0,3,88,> 100%
State,New York City,All,2017-18,40,6.8,0,68,"1,005",> 100%
State,New York City,All,2017-18,41,7.2,1,69,971,97.5%
State,New York City,All,2017-18,42,8.4,1,83,"1,002",> 100%
State,New York City,All,2017-18,43,7,0,75,"1,071",> 100%
State,New York City,All,2017-18,44,7.3,0,74,"1,016",> 100%
State,New York City,All,2017-18,45,7.1,0,74,"1,049",> 100%
State,New York City,All,2017-18,46,7.1,1,74,"1,049",> 100%
State,New York City,All,2017-18,47,5.9,0,61,"1,030",> 100%
State,New York City,All,2017-18,48,8.7,1,93,"1,077",> 100%
State,New York City,All,2017-18,49,8.1,0,82,"1,014",> 100%
State,New York City,All,2017-18,50,6.5,0,72,"1,107",> 100%
State,New York City,All,2017-18,51,8.9,2,98,"1,126",> 100%
State,New York City,All,2017-18,52,9.2,5,104,"1,189",> 100%
State,New York City,All,2017-18,1,8.6,1,113,"1,321",> 100%
State,New York City,All,2017-18,2,8.5,10,104,"1,334",> 100%
State,New York City,All,2017-18,3,10.8,23,103,"1,164",> 100%
State,New York City,All,2017-18,4,12.5,17,142,"1,269",> 100%
State,New York City,All,2017-18,5,12,29,111,"1,167",> 100%
State,New York City,All,2017-18,6,11.5,28,113,"1,228",> 100%
State,New York City,All,2017-18,7,10.5,24,101,"1,188",> 100%
State,New York City,All,2017-18,8,11.5,23,102,"1,083",> 100%
State,New York City,All,2017-18,9,10.6,9,106,"1,088",> 100%
State,New York City,All,2017-18,10,9.3,7,95,"1,094",> 100%
State,New York City,All,2017-18,11,9.4,5,95,"1,068",> 100%
State,New York City,All,2017-18,12,8.9,5,86,"1,025",> 100%
State,New York City,All,2017-18,13,6.1,2,60,"1,016",> 100%
State,New York City,All,2017-18,14,8,5,80,"1,056",> 100%
State,New York City,All,2017-18,15,7,3,72,"1,076",> 100%
State,New York City,All,2017-18,16,8.5,0,90,"1,054",> 100%
State,New York City,All,2017-18,17,8.4,0,80,957,96.1%
State,New York City,All,2017-18,18,9,2,87,986,99%
State,New York City,All,2017-18,19,7.8,0,71,910,91.4%
State,New York City,All,2017-18,20,6.8,1,64,953,95.7%
State,New York City,All,2017-18,21,8,1,80,"1,011",> 100%
State,New York City,All,2017-18,22,6.9,0,67,976,98%
State,New York City,All,2017-18,23,6.1,0,57,934,93.8%
State,New York City,All,2017-18,24,9,0,87,964,96.8%
State,New York City,All,2017-18,25,7.2,0,75,"1,040",> 100%
State,New York City,All,2017-18,26,7.3,1,70,976,98%
State,New York City,All,2017-18,27,8.2,0,85,"1,039",> 100%
State,New York City,All,2017-18,28,6.4,0,64,"1,006",> 100%
State,New York City,All,2017-18,29,5,0,46,929,93.3%
State,New York City,All,2017-18,30,5.9,0,53,903,90.7%
State,New York City,All,2017-18,31,8.7,0,80,918,92.2%
State,New York City,All,2017-18,32,7.1,0,68,963,96.7%
State,New York City,All,2017-18,33,6.4,0,63,982,98.6%
State,New York City,All,2017-18,34,8.1,0,78,958,96.2%
State,New York City,All,2017-18,35,5.5,0,52,947,95.1%
State,New York City,All,2017-18,36,9.6,0,95,986,99%
State,New York City,All,2017-18,37,6.6,0,61,925,92.9%
State,New York City,All,2017-18,38,8.7,0,86,991,99.5%
State,New York City,All,2017-18,39,8,0,77,961,96.5%
State,Alabama,All,2016-17,40,5.7,0,56,987,> 100%
State,Alabama,All,2016-17,41,5.4,0,53,980,> 100%
State,Alabama,All,2016-17,42,4.5,0,43,948,> 100%
State,Alabama,All,2016-17,43,6.4,1,63,996,> 100%
State,Alabama,All,2016-17,44,3.9,0,38,979,> 100%
State,Alabama,All,2016-17,45,5.6,0,58,"1,043",> 100%
State,Alabama,All,2016-17,46,5,0,51,"1,016",> 100%
State,Alabama,All,2016-17,47,5.2,0,55,"1,059",> 100%
State,Alabama,All,2016-17,48,5.4,0,57,"1,058",> 100%
State,Alabama,All,2016-17,49,5.8,0,63,"1,080",> 100%
State,Alabama,All,2016-17,50,4.6,0,50,"1,081",> 100%
State,Alabama,All,2016-17,51,5.3,0,61,"1,147",> 100%
State,Alabama,All,2016-17,52,4.9,1,54,"1,134",> 100%
State,Alabama,All,2016-17,1,6.7,1,76,"1,141",> 100%
State,Alabama,All,2016-17,2,6.9,2,77,"1,142",> 100%
State,Alabama,All,2016-17,3,8.3,1,88,"1,074",> 100%
State,Alabama,All,2016-17,4,6.2,3,62,"1,051",> 100%
State,Alabama,All,2016-17,5,4.9,1,51,"1,051",> 100%
State,Alabama,All,2016-17,6,8,1,86,"1,082",> 100%
State,Alabama,All,2016-17,7,6.6,3,68,"1,069",> 100%
State,Alabama,All,2016-17,8,6.8,7,70,"1,130",> 100%
State,Alabama,All,2016-17,9,7.3,5,75,"1,090",> 100%
State,Alabama,All,2016-17,10,6,5,57,"1,033",> 100%
State,Alabama,All,2016-17,11,7.3,5,74,"1,083",> 100%
State,Alabama,All,2016-17,12,6.5,5,65,"1,077",> 100%
State,Alabama,All,2016-17,13,5.8,3,55,"1,004",> 100%
State,Alabama,All,2016-17,14,5.8,2,60,"1,065",> 100%
State,Alabama,All,2016-17,15,5.9,3,58,"1,031",> 100%
